Año;Mes;Lote;Residuo;Distrito;Nombre Distrito;Toneladas
2021;marzo;2;VIDRIO;16;Hortaleza;146,4
2021;marzo;2;VIDRIO;19;Vicálvaro;93,26
2021;marzo;2;VIDRIO;20;San Blas - Canillejas;249,14
2021;marzo;2;VIDRIO;21;Barajas;97,32
2021;marzo;2;VIDRIO COMERCIAL;4;Salamanca;45,42
2021;marzo;2;CLINICOS;3;Retiro;188,72
2021;marzo;2;CLINICOS;4;Salamanca;119,92
2021;marzo;2;CLINICOS;15;Ciudad Lineal;123,16
2021;marzo;2;ORGANICA;3;Retiro;685,82
2021;marzo;2;ORGANICA;4;Salamanca;830,62
2021;marzo;2;ORGANICA;5;Chamartín;916,72
2021;marzo;2;ORGANICA;14;Moratalaz;450,06
2021;marzo;2;ORGANICA;15;Ciudad Lineal;1130,4
2021;marzo;2;ORGANICA;16;Hortaleza;988,1
2021;marzo;2;ORGANICA;19;Vicálvaro;133,5
2021;marzo;2;ORGANICA;20;San Blas - Canillejas;808,06
2021;marzo;2;ORGANICA;21;Barajas;306,16
2021;marzo;2;PAPEL-CARTON;3;Retiro;248,42
2021;marzo;2;PAPEL-CARTON;4;Salamanca;418,43
2021;marzo;2;PAPEL-CARTON;5;Chamartín;281,59
2021;marzo;2;PAPEL-CARTON;14;Moratalaz;147
2021;marzo;2;PAPEL-CARTON;15;Ciudad Lineal;386,53
2021;marzo;2;PAPEL-CARTON;16;Hortaleza;276,83
2021;marzo;2;PAPEL-CARTON;19;Vicálvaro;40,51
2021;marzo;2;PAPEL-CARTON;20;San Blas - Canillejas;313,6
2021;marzo;2;PAPEL-CARTON;21;Barajas;45,89
2021;marzo;2;CARTON COMERCIAL;3;Retiro;58,05
2021;marzo;2;CARTON COMERCIAL;4;Salamanca;107,35
2021;marzo;2;CARTON COMERCIAL;5;Chamartín;30,6
2021;marzo;2;CARTON COMERCIAL;14;Moratalaz;2,72
2021;marzo;2;CARTON COMERCIAL;15;Ciudad Lineal;39,75
2021;marzo;2;CARTON COMERCIAL;16;Hortaleza;22,96
2021;marzo;2;CARTON COMERCIAL;19;Vicálvaro;6,66
2021;marzo;2;CARTON COMERCIAL;20;San Blas - Canillejas;24,65
2021;marzo;2;CARTON COMERCIAL;21;Barajas;1,21
2021;marzo;2;RCD;3;Retiro;301,49
2021;marzo;2;RCD;5;Chamartín;33,75
2021;marzo;2;RCD;14;Moratalaz;18,36
2021;marzo;2;RCD;15;Ciudad Lineal;49,02
2021;marzo;2;RCD;16;Hortaleza;21,04
2021;marzo;2;RCD;19;Vicálvaro;5,97
2021;marzo;2;RCD;20;San Blas - Canillejas;27,16
2021;marzo;2;RCD;21;Barajas;10,52
2021;marzo;2;PUNTOS LIMPIOS;3;Retiro;6,36
2021;marzo;2;PUNTOS LIMPIOS;5;Chamartín;129,74
2021;marzo;2;PUNTOS LIMPIOS;14;Moratalaz;64,26
2021;marzo;2;PUNTOS LIMPIOS;15;Ciudad Lineal;74,76
2021;marzo;2;PUNTOS LIMPIOS;16;Hortaleza;75,32
2021;marzo;2;PUNTOS LIMPIOS;19;Vicálvaro;33,5
2021;marzo;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;83,72
2021;marzo;2;PUNTOS LIMPIOS;21;Barajas;43,48
2021;marzo;3;RESTO;2;Arganzuela;1939,02
2021;marzo;3;RESTO;11;Carabanchel;4597,3
2021;marzo;3;RESTO;12;Usera;2182,86
2021;marzo;3;RESTO;13;Puente de Vallecas;4243,28
2021;marzo;3;RESTO;17;Villaverde;2652,68
2021;marzo;3;RESTO;18;Villa de Vallecas;3508,1
2021;marzo;3;ENVASES;2;Arganzuela;358,28
2021;marzo;3;ENVASES;11;Carabanchel;788,7
2021;marzo;3;ENVASES;12;Usera;405,4
2021;marzo;3;ENVASES;13;Puente de Vallecas;833,14
2021;marzo;3;ENVASES;17;Villaverde;490,14
2021;marzo;3;ENVASES;18;Villa de Vallecas;330,52
2021;marzo;3;VIDRIO;2;Arganzuela;281,04
2021;marzo;3;VIDRIO;11;Carabanchel;300,38
2021;marzo;3;VIDRIO;12;Usera;93,68
2021;marzo;3;VIDRIO;13;Puente de Vallecas;255,08
2021;marzo;3;VIDRIO;17;Villaverde;143,12
2021;marzo;3;VIDRIO;18;Villa de Vallecas;119,48
2021;marzo;3;CLINICOS;12;Usera;161,9
2021;marzo;3;CLINICOS;13;Puente de Vallecas;35,88
2021;marzo;3;ORGANICA;2;Arganzuela;666,46
2021;marzo;3;ORGANICA;11;Carabanchel;1159,02
2021;marzo;3;ORGANICA;12;Usera;524,02
2021;marzo;3;ORGANICA;13;Puente de Vallecas;947,96
2021;marzo;3;ORGANICA;17;Villaverde;707,54
2021;marzo;3;ORGANICA;18;Villa de Vallecas;930,58
2021;marzo;3;PAPEL-CARTON;2;Arganzuela;358
2021;marzo;3;PAPEL-CARTON;11;Carabanchel;294,86
2021;marzo;3;PAPEL-CARTON;12;Usera;138,66
2021;marzo;3;PAPEL-CARTON;13;Puente de Vallecas;247,56
2021;marzo;3;PAPEL-CARTON;17;Villaverde;151,5
2021;marzo;3;PAPEL-CARTON;18;Villa de Vallecas;138,9
2021;marzo;3;CARTON COMERCIAL;2;Arganzuela;25,04
2021;marzo;3;CARTON COMERCIAL;11;Carabanchel;27,36
2021;marzo;3;CARTON COMERCIAL;12;Usera;12,12
2021;marzo;3;CARTON COMERCIAL;13;Puente de Vallecas;26,3
2021;marzo;3;CARTON COMERCIAL;17;Villaverde;11,2
2021;marzo;3;RCD;2;Arganzuela;84,33
2021;marzo;3;RCD;11;Carabanchel;67,49
2021;marzo;3;RCD;12;Usera;57,05
2021;marzo;3;RCD;13;Puente de Vallecas;61,85
2021;marzo;3;RCD;17;Villaverde;58,16
2021;marzo;3;RCD;18;Villa de Vallecas;86,1
2021;marzo;3;PUNTOS LIMPIOS;2;Arganzuela;83,72
2021;marzo;3;PUNTOS LIMPIOS;11;Carabanchel;53,84
2021;marzo;3;PUNTOS LIMPIOS;12;Usera;47,82
2021;marzo;3;PUNTOS LIMPIOS;13;Puente de Vallecas;39,9
2021;marzo;3;PUNTOS LIMPIOS;17;Villaverde;46,6
2021;marzo;3;PUNTOS LIMPIOS;18;Villa de Vallecas;86,58
2021;marzo;3;ANIMALES MUERTOS;99;Sin Distrito;10,12
2021;marzo;3;PILAS;99;Sin Distrito;8,17
2021;marzo;3;CONTENEDORES DE ROPA;2;Arganzuela;0,36
2021;abril;1;RESTO;1;Centro;3438,44
2021;abril;1;RESTO;6;Tetuán;2536,96
2021;abril;1;RESTO;7;Chamberí;2215,4
2021;abril;1;RESTO;8;Fuencarral - El Pardo;3613,5
2021;abril;1;RESTO;9;Moncloa - Aravaca;2939,84
2021;abril;1;RESTO;10;Latina;3509,92
2021;abril;1;ENVASES;1;Centro;234,96
2021;abril;1;ENVASES;6;Tetuán;362,36
2021;abril;1;ENVASES;7;Chamberí;336
2021;abril;1;ENVASES;8;Fuencarral - El Pardo;699,7
2021;abril;1;ENVASES;9;Moncloa - Aravaca;316,42
2021;abril;1;ENVASES;10;Latina;608,48
2021;abril;1;VIDRIO;1;Centro;577,5
2021;abril;1;VIDRIO;6;Tetuán;281,82
2021;abril;1;VIDRIO;7;Chamberí;225,6
2021;abril;1;VIDRIO;8;Fuencarral - El Pardo;437,94
2021;abril;1;VIDRIO;9;Moncloa - Aravaca;182,48
2021;abril;1;VIDRIO;10;Latina;185,06
2021;abril;1;VIDRIO COMERCIAL;1;Centro;31,14
2021;abril;1;CLINICOS;1;Centro;169,78
2021;abril;1;CLINICOS;6;Tetuán;11,78
2021;abril;1;CLINICOS;8;Fuencarral - El Pardo;295,04
2021;abril;1;CLINICOS;9;Moncloa - Aravaca;241,76
2021;abril;1;CLINICOS;10;Latina;21,52
2021;abril;1;ORGANICA;1;Centro;690,72
2021;abril;1;ORGANICA;6;Tetuán;795,7
2021;abril;1;ORGANICA;7;Chamberí;797,36
2021;abril;1;ORGANICA;8;Fuencarral - El Pardo;1476,46
2021;abril;1;ORGANICA;9;Moncloa - Aravaca;1008,18
2021;abril;1;ORGANICA;10;Latina;1308,12
2021;abril;1;PAPEL-CARTON;1;Centro;380,64
2021;abril;1;PAPEL-CARTON;6;Tetuán;372,17
2021;abril;1;PAPEL-CARTON;7;Chamberí;280,05
2021;abril;1;PAPEL-CARTON;8;Fuencarral - El Pardo;606,9
2021;abril;1;PAPEL-CARTON;9;Moncloa - Aravaca;289,18
2021;abril;1;PAPEL-CARTON;10;Latina;343,17
2021;abril;1;CARTON COMERCIAL;1;Centro;100,64
2021;abril;1;CARTON COMERCIAL;6;Tetuán;42,92
2021;abril;1;CARTON COMERCIAL;7;Chamberí;50,96
2021;abril;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;1,4
2021;abril;1;CARTON COMERCIAL;9;Moncloa - Aravaca;2,16
2021;abril;1;CARTON COMERCIAL;10;Latina;4,76
2021;abril;1;RCD;1;Centro;154,62
2021;abril;1;RCD;6;Tetuán;84,245
2021;abril;1;RCD;7;Chamberí;80,475
2021;abril;1;RCD;8;Fuencarral - El Pardo;152,14
2021;abril;1;RCD;9;Moncloa - Aravaca;158,42
2021;abril;1;RCD;10;Latina;117,875
2021;abril;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;145,36
2021;abril;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;205,94
2021;abril;1;PUNTOS LIMPIOS;10;Latina;76,76
2021;abril;1;CONTENEDORES DE ROPA;6;Tetuán;0,18
2021;abril;1;CONTENEDORES DE ROPA;8;Fuencarral - El Pardo;0,36
2021;abril;1;CONTENEDORES DE ROPA;10;Latina;0,18
2021;abril;1;CAMA DE CABALLO;9;Moncloa - Aravaca;54,985
2021;abril;2;RESTO;3;Retiro;1658,04
2021;abril;2;RESTO;4;Salamanca;2368,02
2021;abril;2;RESTO;5;Chamartín;2164,6
2021;abril;2;RESTO;14;Moratalaz;1305,94
2021;abril;2;RESTO;15;Ciudad Lineal;3190,86
2021;abril;2;RESTO;16;Hortaleza;3086,78
2021;abril;2;RESTO;19;Vicálvaro;2052,04
2021;abril;2;RESTO;20;San Blas - Canillejas;2524,98
2021;abril;2;RESTO;21;Barajas;789,94
2021;abril;2;ENVASES;3;Retiro;269,18
2021;abril;2;ENVASES;4;Salamanca;335
2021;abril;2;ENVASES;5;Chamartín;359,5
2021;abril;2;ENVASES;14;Moratalaz;266,68
2021;abril;2;ENVASES;15;Ciudad Lineal;615,76
2021;abril;2;ENVASES;16;Hortaleza;583,06
2021;abril;2;ENVASES;19;Vicálvaro;220,16
2021;abril;2;ENVASES;20;San Blas - Canillejas;471,08
2021;abril;2;ENVASES;21;Barajas;193,76
2021;abril;2;VIDRIO;3;Retiro;315,68
2021;abril;2;VIDRIO;4;Salamanca;207,36
2021;abril;2;VIDRIO;5;Chamartín;351,34
2021;abril;2;VIDRIO;14;Moratalaz;279,82
2021;abril;2;VIDRIO;15;Ciudad Lineal;183,72
2021;abril;2;VIDRIO;16;Hortaleza;225,84
2021;abril;2;VIDRIO;19;Vicálvaro;184,6
2021;abril;2;VIDRIO;20;San Blas - Canillejas;177,1
2021;abril;2;VIDRIO;21;Barajas;81,66
2021;abril;2;VIDRIO COMERCIAL;4;Salamanca;43,12
2021;abril;2;CLINICOS;3;Retiro;174,28
2021;abril;2;CLINICOS;4;Salamanca;114,78
2021;abril;2;CLINICOS;15;Ciudad Lineal;115,9
2021;abril;2;ORGANICA;3;Retiro;671,64
2021;abril;2;ORGANICA;4;Salamanca;823
2021;abril;2;ORGANICA;5;Chamartín;892,08
2021;abril;2;ORGANICA;14;Moratalaz;476,98
2021;abril;2;ORGANICA;15;Ciudad Lineal;1126,44
2021;abril;2;ORGANICA;16;Hortaleza;943,1
2021;abril;2;ORGANICA;19;Vicálvaro;120,36
2021;abril;2;ORGANICA;20;San Blas - Canillejas;800,22
2021;abril;2;ORGANICA;21;Barajas;376,96
2021;abril;2;PAPEL-CARTON;3;Retiro;245,55
2021;abril;2;PAPEL-CARTON;4;Salamanca;402,6
2021;abril;2;PAPEL-CARTON;5;Chamartín;274,2
2021;abril;2;PAPEL-CARTON;14;Moratalaz;125,24
2021;abril;2;PAPEL-CARTON;15;Ciudad Lineal;413,78
2021;abril;2;PAPEL-CARTON;16;Hortaleza;278,81
2021;abril;2;PAPEL-CARTON;19;Vicálvaro;36,04
2021;abril;2;PAPEL-CARTON;20;San Blas - Canillejas;302,7
2021;abril;2;PAPEL-CARTON;21;Barajas;57,02
2021;abril;2;CARTON COMERCIAL;3;Retiro;42,27
2021;abril;2;CARTON COMERCIAL;4;Salamanca;98,86
2021;abril;2;CARTON COMERCIAL;5;Chamartín;28,41
2021;abril;2;CARTON COMERCIAL;14;Moratalaz;6,18
2021;abril;2;CARTON COMERCIAL;15;Ciudad Lineal;38,96
2021;abril;2;CARTON COMERCIAL;16;Hortaleza;32,93
2021;abril;2;CARTON COMERCIAL;19;Vicálvaro;6,71
2021;abril;2;CARTON COMERCIAL;20;San Blas - Canillejas;28,33
2021;abril;2;CARTON COMERCIAL;21;Barajas;3,13
2021;abril;2;RCD;3;Retiro;70,02
2021;abril;2;RCD;4;Salamanca;64,76
2021;abril;2;RCD;5;Chamartín;109,445
2021;abril;2;RCD;14;Moratalaz;53,155
2021;abril;2;RCD;15;Ciudad Lineal;80,425
2021;abril;2;RCD;16;Hortaleza;51,99
2021;abril;2;RCD;19;Vicálvaro;31,86
2021;abril;2;RCD;20;San Blas - Canillejas;51,64
2021;abril;2;RCD;21;Barajas;24,4
2021;abril;2;PUNTOS LIMPIOS;3;Retiro;2,3
2021;abril;2;PUNTOS LIMPIOS;5;Chamartín;122,02
2021;abril;2;PUNTOS LIMPIOS;14;Moratalaz;56,06
2021;abril;2;PUNTOS LIMPIOS;15;Ciudad Lineal;75,32
2021;abril;2;PUNTOS LIMPIOS;16;Hortaleza;77,54
2021;abril;2;PUNTOS LIMPIOS;19;Vicálvaro;26,34
2021;abril;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;89,7
2021;abril;2;PUNTOS LIMPIOS;21;Barajas;38,22
2021;abril;3;RESTO;2;Arganzuela;1876,24
2021;abril;3;RESTO;11;Carabanchel;4445,12
2021;abril;3;RESTO;12;Usera;2176,54
2021;abril;3;RESTO;13;Puente de Vallecas;4178,18
2021;abril;3;RESTO;17;Villaverde;2611,82
2021;abril;3;RESTO;18;Villa de Vallecas;3359,44
2021;abril;3;ENVASES;2;Arganzuela;344,82
2021;abril;3;ENVASES;11;Carabanchel;760,02
2021;abril;3;ENVASES;12;Usera;406,18
2021;abril;3;ENVASES;13;Puente de Vallecas;825,12
2021;abril;3;ENVASES;17;Villaverde;499,62
2021;abril;3;ENVASES;18;Villa de Vallecas;318,02
2021;abril;3;VIDRIO;2;Arganzuela;309,44
2021;abril;3;VIDRIO;11;Carabanchel;322,98
2021;abril;3;VIDRIO;12;Usera;95,38
2021;abril;3;VIDRIO;13;Puente de Vallecas;209,44
2021;abril;3;VIDRIO;17;Villaverde;132,66
2021;abril;3;VIDRIO;18;Villa de Vallecas;103,9
2021;abril;3;VIDRIO COMERCIAL;13;Puente de Vallecas;2,94
2021;abril;3;CLINICOS;12;Usera;142,58
2021;abril;3;CLINICOS;13;Puente de Vallecas;34,52
2021;abril;3;ORGANICA;2;Arganzuela;648,22
2021;abril;3;ORGANICA;11;Carabanchel;1156,4
2021;abril;3;ORGANICA;12;Usera;509,42
2021;abril;3;ORGANICA;13;Puente de Vallecas;954,62
2021;abril;3;ORGANICA;17;Villaverde;711,12
2021;abril;3;ORGANICA;18;Villa de Vallecas;1065,32
2021;abril;3;PAPEL-CARTON;2;Arganzuela;359,78
2021;abril;3;PAPEL-CARTON;11;Carabanchel;292,28
2021;abril;3;PAPEL-CARTON;12;Usera;135,36
2021;abril;3;PAPEL-CARTON;13;Puente de Vallecas;247,22
2021;abril;3;PAPEL-CARTON;17;Villaverde;152,82
2021;abril;3;PAPEL-CARTON;18;Villa de Vallecas;142,34
2021;abril;3;CARTON COMERCIAL;2;Arganzuela;22,98
2021;abril;3;CARTON COMERCIAL;11;Carabanchel;25,7
2021;abril;3;CARTON COMERCIAL;12;Usera;10,12
2021;abril;3;CARTON COMERCIAL;13;Puente de Vallecas;19,74
2021;abril;3;CARTON COMERCIAL;17;Villaverde;9,1
2021;abril;3;RCD;2;Arganzuela;56,87
2021;abril;3;RCD;11;Carabanchel;66,4
2021;abril;3;RCD;12;Usera;72,08
2021;abril;3;RCD;13;Puente de Vallecas;62,64
2021;abril;3;RCD;17;Villaverde;38,64
2021;abril;3;RCD;18;Villa de Vallecas;63,535
2021;abril;3;PUNTOS LIMPIOS;2;Arganzuela;73,58
2021;abril;3;PUNTOS LIMPIOS;11;Carabanchel;45,2
2021;abril;3;PUNTOS LIMPIOS;12;Usera;47,54
2021;abril;3;PUNTOS LIMPIOS;13;Puente de Vallecas;42,3
2021;abril;3;PUNTOS LIMPIOS;17;Villaverde;55,44
2021;abril;3;PUNTOS LIMPIOS;18;Villa de Vallecas;76,48
2021;abril;3;ANIMALES MUERTOS;99;Sin Distrito;9,76
2021;mayo;1;RESTO;1;Centro;3709,54
2021;mayo;1;RESTO;6;Tetuán;2687,74
2021;mayo;1;RESTO;7;Chamberí;2280,6
2021;mayo;1;RESTO;8;Fuencarral - El Pardo;3749,42
2021;mayo;1;RESTO;9;Moncloa - Aravaca;2942,68
2021;mayo;1;RESTO;10;Latina;3638,34
2021;mayo;1;ENVASES;1;Centro;245,44
2021;mayo;1;ENVASES;6;Tetuán;366,94
2021;mayo;1;ENVASES;7;Chamberí;356,24
2021;mayo;1;ENVASES;8;Fuencarral - El Pardo;704,3
2021;mayo;1;ENVASES;9;Moncloa - Aravaca;329,96
2021;mayo;1;ENVASES;10;Latina;614,62
2021;mayo;1;VIDRIO;1;Centro;622,02
2021;mayo;1;VIDRIO;6;Tetuán;284,48
2021;mayo;1;VIDRIO;7;Chamberí;241,24
2021;mayo;1;VIDRIO;8;Fuencarral - El Pardo;422,7
2021;mayo;1;VIDRIO;9;Moncloa - Aravaca;179,04
2021;mayo;1;VIDRIO;10;Latina;214,32
2021;mayo;1;VIDRIO COMERCIAL;1;Centro;38,2
2021;mayo;1;CLINICOS;1;Centro;168,74
2021;mayo;1;CLINICOS;6;Tetuán;15,52
2021;mayo;1;CLINICOS;8;Fuencarral - El Pardo;298,54
2021;mayo;1;CLINICOS;9;Moncloa - Aravaca;238,06
2021;mayo;1;CLINICOS;10;Latina;22,5
2021;mayo;1;ORGANICA;1;Centro;763,32
2021;mayo;1;ORGANICA;6;Tetuán;850,78
2021;mayo;1;ORGANICA;7;Chamberí;884,12
2021;mayo;1;ORGANICA;8;Fuencarral - El Pardo;1602,18
2021;mayo;1;ORGANICA;9;Moncloa - Aravaca;1043,14
2021;mayo;1;ORGANICA;10;Latina;1413,1
2021;mayo;1;PAPEL-CARTON;1;Centro;401,04
2021;mayo;1;PAPEL-CARTON;6;Tetuán;399,18
2021;mayo;1;PAPEL-CARTON;7;Chamberí;277,91
2021;mayo;1;PAPEL-CARTON;8;Fuencarral - El Pardo;670,23
2021;mayo;1;PAPEL-CARTON;9;Moncloa - Aravaca;274,54
2021;mayo;1;PAPEL-CARTON;10;Latina;324,32
2021;mayo;1;CARTON COMERCIAL;1;Centro;107,52
2021;mayo;1;CARTON COMERCIAL;6;Tetuán;56,12
2021;mayo;1;CARTON COMERCIAL;7;Chamberí;63,96
2021;mayo;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;1,94
2021;mayo;1;CARTON COMERCIAL;9;Moncloa - Aravaca;2,32
2021;mayo;1;CARTON COMERCIAL;10;Latina;0,62
2021;mayo;1;RCD;1;Centro;170,755
2021;mayo;1;RCD;6;Tetuán;77,83
2021;mayo;1;RCD;7;Chamberí;67,695
2021;mayo;1;RCD;8;Fuencarral - El Pardo;182,815
2021;mayo;1;RCD;9;Moncloa - Aravaca;136,495
2021;mayo;1;RCD;10;Latina;85,345
2021;mayo;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;143,04
2021;mayo;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;182,52
2021;mayo;1;PUNTOS LIMPIOS;10;Latina;65,38
2021;mayo;1;CONTENEDORES DE ROPA;8;Fuencarral - El Pardo;0,18
2021;mayo;1;CAMA DE CABALLO;9;Moncloa - Aravaca;59,015
2021;mayo;2;RESTO;3;Retiro;1631,14
2021;mayo;2;RESTO;4;Salamanca;2462,96
2021;mayo;2;RESTO;5;Chamartín;2249,42
2021;mayo;2;RESTO;14;Moratalaz;1331,86
2021;mayo;2;RESTO;15;Ciudad Lineal;3340,48
2021;mayo;2;RESTO;16;Hortaleza;3193,74
2021;mayo;2;RESTO;19;Vicálvaro;1846,38
2021;mayo;2;RESTO;20;San Blas - Canillejas;2603,32
2021;mayo;2;RESTO;21;Barajas;859,76
2021;mayo;2;ENVASES;3;Retiro;275,42
2021;mayo;2;ENVASES;4;Salamanca;339,24
2021;mayo;2;ENVASES;5;Chamartín;376,84
2021;mayo;2;ENVASES;14;Moratalaz;263,36
2021;mayo;2;ENVASES;15;Ciudad Lineal;618,74
2021;mayo;2;ENVASES;16;Hortaleza;589,04
2021;mayo;2;ENVASES;19;Vicálvaro;220,48
2021;mayo;2;ENVASES;20;San Blas - Canillejas;475,92
2021;mayo;2;ENVASES;21;Barajas;186,14
2021;mayo;2;VIDRIO;3;Retiro;316,52
2021;mayo;2;VIDRIO;4;Salamanca;219,38
2021;mayo;2;VIDRIO;5;Chamartín;387,84
2021;mayo;2;VIDRIO;14;Moratalaz;231,74
2021;mayo;2;VIDRIO;15;Ciudad Lineal;178,52
2021;mayo;2;VIDRIO;16;Hortaleza;186,72
2021;mayo;2;VIDRIO;19;Vicálvaro;169,24
2021;mayo;2;VIDRIO;20;San Blas - Canillejas;201,42
2021;mayo;2;VIDRIO;21;Barajas;59,06
2021;mayo;2;VIDRIO COMERCIAL;4;Salamanca;50,52
2021;mayo;2;CLINICOS;3;Retiro;180
2021;mayo;2;CLINICOS;4;Salamanca;116,74
2021;mayo;2;CLINICOS;15;Ciudad Lineal;116,22
2021;mayo;2;ORGANICA;3;Retiro;699,06
2021;mayo;2;ORGANICA;4;Salamanca;890
2021;mayo;2;ORGANICA;5;Chamartín;960,32
2021;mayo;2;ORGANICA;14;Moratalaz;493,48
2021;mayo;2;ORGANICA;15;Ciudad Lineal;1189,3
2021;mayo;2;ORGANICA;16;Hortaleza;977,06
2021;mayo;2;ORGANICA;19;Vicálvaro;117,14
2021;mayo;2;ORGANICA;20;San Blas - Canillejas;855,6
2021;mayo;2;ORGANICA;21;Barajas;441,36
2021;mayo;2;PAPEL-CARTON;3;Retiro;257,33
2021;mayo;2;PAPEL-CARTON;4;Salamanca;395,83
2021;mayo;2;PAPEL-CARTON;5;Chamartín;285,02
2021;mayo;2;PAPEL-CARTON;14;Moratalaz;130,97
2021;mayo;2;PAPEL-CARTON;15;Ciudad Lineal;399,66
2021;mayo;2;PAPEL-CARTON;16;Hortaleza;264,05
2021;mayo;2;PAPEL-CARTON;19;Vicálvaro;59,72
2021;mayo;2;PAPEL-CARTON;20;San Blas - Canillejas;322,21
2021;mayo;2;PAPEL-CARTON;21;Barajas;52,46
2021;mayo;2;CARTON COMERCIAL;3;Retiro;38,99
2021;mayo;2;CARTON COMERCIAL;4;Salamanca;113,2
2021;mayo;2;CARTON COMERCIAL;5;Chamartín;26,33
2021;mayo;2;CARTON COMERCIAL;14;Moratalaz;2,33
2021;mayo;2;CARTON COMERCIAL;15;Ciudad Lineal;43,9
2021;mayo;2;CARTON COMERCIAL;16;Hortaleza;36,81
2021;mayo;2;CARTON COMERCIAL;19;Vicálvaro;9,83
2021;mayo;2;CARTON COMERCIAL;20;San Blas - Canillejas;38,26
2021;mayo;2;CARTON COMERCIAL;21;Barajas;5,3
2021;mayo;2;RCD;3;Retiro;167,5
2021;mayo;2;RCD;5;Chamartín;205,515
2021;mayo;2;RCD;14;Moratalaz;20
2021;mayo;2;RCD;15;Ciudad Lineal;104,43
2021;mayo;2;RCD;16;Hortaleza;17,84
2021;mayo;2;RCD;20;San Blas - Canillejas;15,44
2021;mayo;2;RCD;21;Barajas;11,7
2021;mayo;2;PUNTOS LIMPIOS;3;Retiro;3,06
2021;mayo;2;PUNTOS LIMPIOS;5;Chamartín;105,44
2021;mayo;2;PUNTOS LIMPIOS;14;Moratalaz;55,7
2021;mayo;2;PUNTOS LIMPIOS;15;Ciudad Lineal;74,48
2021;mayo;2;PUNTOS LIMPIOS;16;Hortaleza;66,2
2021;mayo;2;PUNTOS LIMPIOS;19;Vicálvaro;32,78
2021;mayo;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;77,02
2021;mayo;2;PUNTOS LIMPIOS;21;Barajas;34,24
2021;mayo;3;RESTO;2;Arganzuela;1943,22
2021;mayo;3;RESTO;11;Carabanchel;4654,26
2021;mayo;3;RESTO;12;Usera;2314,72
2021;mayo;3;RESTO;13;Puente de Vallecas;4280,44
2021;mayo;3;RESTO;17;Villaverde;2695,22
2021;mayo;3;RESTO;18;Villa de Vallecas;3666,14
2021;mayo;3;ENVASES;2;Arganzuela;370,4
2021;mayo;3;ENVASES;11;Carabanchel;792,52
2021;mayo;3;ENVASES;12;Usera;415,38
2021;mayo;3;ENVASES;13;Puente de Vallecas;832,66
2021;mayo;3;ENVASES;17;Villaverde;501,04
2021;mayo;3;ENVASES;18;Villa de Vallecas;328,02
2021;mayo;3;VIDRIO;2;Arganzuela;315,14
2021;mayo;3;VIDRIO;11;Carabanchel;282,96
2021;mayo;3;VIDRIO;12;Usera;115,56
2021;mayo;3;VIDRIO;13;Puente de Vallecas;217,48
2021;mayo;3;VIDRIO;17;Villaverde;127,1
2021;mayo;3;VIDRIO;18;Villa de Vallecas;104,38
2021;mayo;3;VIDRIO COMERCIAL;13;Puente de Vallecas;2,88
2021;mayo;3;CLINICOS;12;Usera;159,54
2021;mayo;3;CLINICOS;13;Puente de Vallecas;33,58
2021;mayo;3;ORGANICA;2;Arganzuela;693,56
2021;mayo;3;ORGANICA;11;Carabanchel;1242,72
2021;mayo;3;ORGANICA;12;Usera;546,76
2021;mayo;3;ORGANICA;13;Puente de Vallecas;1015,38
2021;mayo;3;ORGANICA;17;Villaverde;755,62
2021;mayo;3;ORGANICA;18;Villa de Vallecas;1143,66
2021;mayo;3;PAPEL-CARTON;2;Arganzuela;360,84
2021;mayo;3;PAPEL-CARTON;11;Carabanchel;289,82
2021;mayo;3;PAPEL-CARTON;12;Usera;143,98
2021;mayo;3;PAPEL-CARTON;13;Puente de Vallecas;258,56
2021;mayo;3;PAPEL-CARTON;17;Villaverde;163,24
2021;mayo;3;PAPEL-CARTON;18;Villa de Vallecas;149,42
